,id,uptime,ifans,gender,num_fans,fans_cat,num_videos,num_charge,av_coin,av_danmu,av_star,av_like,av_play,av_comment,av_share
357,7947131,2022-11-30,9.9,False,448200,1,739,2055,301,194,161,2300,45599,182,76
358,368912467,2022-11-03,17.72,False,470000,1,181,598,411,100,1997,3326,40500,66,157
359,7435683,2022-12-01,15.67,False,366500,1,359,774,634,57,1201,1885,21300,36,49
360,203655966,2022-10-14,10.4,False,424200,1,41,1001,53600,3330,71800,91700,1276000,3840,14400
361,36726929,2022-11-26,9.68,False,421900,1,307,2640,3734,2287,843,5984,105500,538,140
362,353495295,2022-11-26,11.88,True,483400,1,67,222,39400,2534,33300,60400,695100,2162,15400
363,259571179,2022-12-01,9.6,False,387000,1,909,680,3737,336,1472,11500,184100,466,659
364,36184593,2022-11-05,13.04,False,484000,1,144,348,4,0,15,23,591,1,0
365,451115073,2022-11-30,11.28,False,199500,1,36,78,7,1,15,59,2549,36,9
366,895617,2022-11-30,19.15,False,325800,1,1488,1352,172,10,1495,2899,21500,60,146
367,43830802,2022-09-21,13.52,False,345100,1,123,670,2997,156,5396,15400,169400,174,486
368,1657130577,2022-11-30,12.21,False,187200,1,260,0,17,1,195,365,6262,19,46
369,162151104,2022-12-01,12.7,True,210900,1,2827,0,33,34,351,983,19500,57,143
370,20247643,2022-11-12,13.57,False,476500,1,60,846,3616,421,6562,38100,283500,263,661
371,70744200,2022-11-29,14.05,False,497299,1,205,3319,5741,1765,7126,28600,423000,1546,2151
372,3904677,2022-11-22,9.74,True,421500,1,121,600,2208,213,12000,13300,194100,152,675
373,480363051,2022-12-01,14.98,False,300600,1,241,13,472,317,9267,4179,217800,109,18
374,466688,2022-12-01,9.92,False,330600,1,282,3529,1076,414,303,5262,69700,187,58
375,5465995,2022-11-18,11.04,False,291900,1,475,1108,412,31,126,845,12100,63,118
376,71596354,2022-11-19,15.02,False,280900,1,352,511,2996,648,5401,26100,345900,356,1894
377,384414527,2022-12-01,24.28,False,422000,1,1627,12100,828,139,65,2913,28300,96,30
378,5020289,2022-10-17,12.35,False,187800,1,1863,148,37,31,763,3451,100800,88,136
379,504672822,2022-11-27,14.53,False,168800,1,1582,0,480,1534,451,1574,86300,711,467
380,352248648,2022-12-01,11.67,False,426200,1,1009,297,457,99,96,1612,19700,128,53
381,458683,2022-11-19,17.2,False,146500,1,240,9,2,2,13,55,897,3,3
382,392991395,2022-11-19,9.89,False,494099,1,165,1730,9787,1756,3308,13200,211500,573,1623
383,175087044,2022-11-29,9.64,False,483600,1,200,358,247,200,323,2332,31800,74,31
384,228216115,2022-12-01,21.27,False,207000,1,11900,0,3,1,13,534,4423,36,14
385,148370754,2022-12-01,14.72,False,156800,1,857,11,43,29,360,317,17000,10,1
386,32187114,2022-11-26,10.23,False,349200,1,215,557,847,793,2258,15800,213100,785,509
387,5938236,2022-11-04,16.25,True,407900,1,185,157,1289,163,5997,41600,391000,156,1317
388,40006642,2022-11-29,14.44,False,484900,1,919,3114,1839,997,684,9542,136300,290,135
389,429765143,2022-11-29,16.64,True,283100,1,228,272,2213,336,5029,28900,616900,325,2283
390,238624419,2022-11-29,10.45,False,460000,1,493,1758,895,308,1452,5106,308000,278,107
391,206837580,2022-11-23,11.65,False,206200,1,982,3396,1387,592,428,2100,18700,217,85
392,123372,2022-11-24,9.99,False,280400,1,227,1852,927,21,1602,3940,26900,149,136
393,350905839,2022-11-27,10.45,False,450500,1,381,1028,688,197,1213,2326,61300,291,276
394,6159926,2022-11-20,11.93,False,439900,1,116,1176,68500,2182,36600,117100,1225800,2483,15300
395,797614,2022-12-01,30.67,False,459300,1,7638,486,96,5,886,1262,8142,116,147
396,137543719,2022-11-30,13.71,True,414200,1,5060,80,14,43,91,752,14600,190,499
397,1492,2022-11-25,19.4,False,494900,1,446,10000,2805,745,827,4793,71800,395,150
398,473888452,2022-11-30,9.99,False,495400,1,464,642,500,314,302,6381,196300,776,204
399,246534959,2022-09-21,10.66,False,460700,1,501,914,82,44,26,355,22599,166,14
400,518087629,2022-12-01,9.54,False,407500,1,688,51,28,16,195,4744,86900,88,15
401,456102,2022-11-28,11.81,True,361500,1,663,705,1,1,2,78,736,4,2
402,2587393,2022-11-11,10.02,False,429099,1,121,2421,2600,644,4826,9369,135900,541,301
403,37439823,2022-11-17,14.19,False,416400,1,106,183,32000,1349,35600,118900,1786900,665,6649
404,268941858,2022-12-01,9.94,False,421100,1,1883,934,149,135,116,3107,39800,119,22
405,6345879,2022-11-19,16.69,False,475500,1,128,7605,16400,2186,4943,21000,368600,1484,485
406,425642,2022-10-27,11.22,True,470100,1,227,3593,2425,313,1159,4260,39600,213,278
407,8194298,2022-11-24,11.78,True,239000,1,117,360,2349,536,6366,43900,817300,398,1169
408,306805,2022-09-14,16.53,False,423200,1,177,3640,8450,903,8764,17600,158600,447,1480
409,29382783,2022-11-14,11.92,False,410600,1,206,126,8928,606,9891,40500,357500,269,1266
410,6991087,2022-11-28,10.27,True,476800,1,267,1371,7422,425,7015,31300,231000,812,940
411,314216,2022-11-27,16.77,False,351000,1,297,10700,21300,22100,8902,18200,1154300,2175,1829
412,439004951,2022-11-15,29.9,False,462100,1,346,16600,3659,133,455,5720,90800,252,102
413,1323218982,2022-11-27,9.66,True,462100,1,129,180,836,124,7453,10500,133600,164,487
414,13899470,2022-12-01,15.94,False,420900,1,1541,208,3,16,7,93,638,2,1
415,2169841,2022-11-25,12.92,True,300900,1,209,251,3534,461,4765,15800,152400,260,478
416,191155958,2022-12-01,9.93,False,132000,1,466,5,109,60,1425,15700,480500,106,167
417,15161351,2022-09-07,9.51,False,409400,1,69,142,28200,698,21500,65800,697000,1118,4247
418,397211154,2022-11-08,10.62,False,429799,1,191,95,199,117,208,2093,19500,130,78
419,42230125,2022-10-29,16.01,True,208500,1,1133,74,359,260,1073,3302,29600,152,239
420,299291982,2022-12-01,12.68,False,317100,1,128,39,1106,268,3660,21600,250400,515,4818
421,224267770,2022-12-01,26.31,False,390000,1,3878,1224,85,28,425,2430,40100,202,1219
422,7594110,2022-11-30,11.56,False,341599,1,108,420,4461,234,4036,16400,214100,157,568
423,883724,2022-12-01,13.09,False,436200,1,357,3943,10200,1876,2620,14200,157600,570,164
424,746655,2022-09-12,14.83,False,204600,1,1568,7349,710,241,1024,3821,73800,304,291
425,101376123,2022-11-18,10.87,False,237600,1,196,533,6327,665,5887,25500,248000,424,1255
426,32912448,2021-08-20,13.14,False,394799,1,1225,65,85,31,368,918,25500,26,26
427,21123321,2022-11-19,10.66,True,428100,1,392,126,4186,585,11399,24300,294400,311,978
428,472503624,2022-11-29,9.88,False,233100,1,68,27,1286,220,8370,3860,79600,103,923
429,495054418,2022-11-28,9.62,True,497800,1,224,33,836,255,4018,39500,401400,265,580
430,228342,2022-11-10,9.57,False,496400,1,224,1687,413,118,179,1716,32800,81,123
431,223902,2022-12-02,26.19,False,477900,1,9642,1860,6,2,75,941,15600,42,55
432,3633594,2022-11-25,14.23,False,448100,1,246,1748,4373,555,2691,14500,152000,263,3060
433,98913792,2022-11-29,10.76,False,254800,1,91,284,4935,207,4123,15800,147100,326,858
434,7377735,2022-11-17,10.69,False,490600,1,233,1264,490,29,335,1444,13799,57,67
435,1706344,2022-11-14,13.61,False,462700,1,117,341,4512,556,10400,44900,787200,479,5870
436,334445736,2022-11-30,17.83,False,450800,1,1063,108,450,315,4523,8528,385300,573,231
437,7151101,2022-09-07,12.78,True,497800,1,183,2471,559,102,907,2446,78000,258,175
438,438345816,2022-11-25,17.95,False,387400,1,251,0,16400,367,1711,17700,55599,192,62
439,341368,2022-10-02,18.39,True,475600,1,134,5095,19000,910,19200,35900,418700,2088,3047
440,7753700,2021-04-21,15.88,False,313500,1,4519,1537,129,20,965,2949,75700,255,194
441,477132,2022-12-01,30.51,True,423100,1,34300,0,10,7,6,178,2134,8,2
442,228832527,2022-12-01,18.34,True,393400,1,3834,346,33,9,105,2127,8914,53,24
443,38347595,2022-11-19,16.37,False,427700,1,159,150,6214,386,7495,45500,471400,277,3706
444,84608345,2022-12-01,29.07,False,327000,1,3276,7,0,0,14,273,8021,12,11
445,473965081,2022-11-25,9.62,True,488600,1,110,1129,9482,657,5849,15200,211100,842,2875
446,454334802,2022-11-29,10.5,True,241100,1,39,14,59,66,81,412,16700,155,44
447,24919529,2022-11-10,10.39,False,494900,1,319,660,2935,2079,1127,10600,132400,659,270
448,5989059,2022-12-02,30.59,False,108000,1,6498,22700,11,0,141,181,1701,11,8
449,52001259,2022-08-30,11.89,False,433200,1,407,469,786,162,469,4331,90700,252,652
450,135229086,2022-11-30,10.52,False,171000,1,487,130,71,102,960,9306,174600,55,262
451,23513862,2022-11-26,27.1,False,443000,1,564,3867,2007,45,4763,9321,60700,396,367
452,26982531,2022-11-28,10.29,False,328500,1,818,2532,554,108,152,3145,79000,198,162
453,19600449,2022-12-01,9.48,False,333200,1,888,794,316,204,621,4096,55199,167,386
454,7086255,2022-11-25,12.86,True,366200,1,208,243,22599,624,36200,73200,467400,569,4775
455,20563366,2022-12-01,10.98,False,256100,1,124,2401,5457,166,5985,11200,94500,368,621
456,511982,2022-12-01,11.52,False,321200,1,1362,291,117,93,454,3960,64700,419,158
457,383326579,2022-02-16,12.55,False,354200,1,331,4726,27,44,28,451,9314,35,11
458,321426039,2022-12-01,15.29,False,295400,1,666,9,18,17,127,317,5797,27,6
459,440108353,2022-11-29,11.45,False,160400,1,292,3941,4230,164,375,4461,26500,146,106
460,277257,2022-11-19,11.81,False,404799,1,1793,1552,856,61,2565,11600,31100,89,186
461,34657253,2022-12-01,12.87,False,346300,1,372,186,1939,596,18600,5795,573900,158,39
462,23730666,2022-11-26,10.11,False,417000,1,479,286,534,392,613,6814,120100,712,520
463,515134806,2022-11-28,10.58,False,474099,1,83,0,1428,248,10900,20200,1412100,277,90
464,5504100,2022-09-20,18.34,False,469099,1,212,2637,3471,227,2943,7020,118000,320,417
465,503479504,2022-12-01,12.39,False,493400,1,841,103,128,2,1394,923,36600,22,170
466,20067185,2022-11-25,10.22,True,485300,1,206,742,1118,91,4586,7925,109300,189,196
467,33588706,2022-11-30,12.13,False,311800,1,1436,4193,204,227,81,2361,90100,704,697
468,52820678,2022-11-29,12.6,False,366400,1,219,7,30,10,617,1172,40599,31,32
469,2827946,2020-09-30,9.83,False,249300,1,79,470,8225,1214,10500,36900,515800,398,3768
470,402201406,2022-11-25,9.72,False,367700,1,280,2423,5529,1270,1556,11100,160700,498,649
471,16097105,2022-11-30,9.42,False,365000,1,383,2831,1091,93,175,3046,23800,67,19
472,2997430,2022-11-27,11.87,True,405900,1,286,133,362,124,8025,6844,187600,96,88
473,171356359,2022-11-30,12.52,False,457700,1,2561,2812,84,49,22,674,6222,30,5
474,14392124,2022-12-01,10.62,False,222399,1,2164,2104,116,223,227,3519,60300,114,51
475,298668059,2022-11-30,13.66,False,354400,1,3958,17,15,85,53,755,27900,263,167
476,15989779,2022-11-27,10.62,False,493800,1,746,1459,61,1,57,251,1472,17,5
477,93890857,2022-11-16,15.18,False,421000,1,125,862,13100,1031,9923,27400,304800,605,2425
478,364225566,2022-01-26,9.96,True,288000,1,678,1698,5027,994,3239,11399,97700,2041,634
479,25986282,2022-11-24,9.53,True,467200,1,233,981,1518,162,5176,26000,181500,303,1405
480,521738322,2022-10-24,10.01,False,477200,1,117,3562,38800,924,4880,77000,641400,1063,2106
481,232621216,2022-12-01,10.36,False,486200,1,181,70,1169,70,5837,14200,112600,232,614
482,11410668,2022-11-30,16.97,False,393200,1,230,151,1541,655,23100,5676,574500,155,69
483,1018133807,2022-11-26,10.29,False,498100,1,152,115,1256,509,2825,8659,217900,117,293
484,2084361,2022-11-27,9.68,False,462299,1,422,1585,253,177,520,2339,28900,52,92
485,289334440,2022-11-30,19.1,False,369400,1,2081,355,103,80,431,1758,29600,50,58
486,16754498,2022-11-28,11.16,False,481599,1,240,23,500,177,4928,77400,934599,426,473
487,2724095,2022-11-25,9.84,False,354600,1,74,440,4415,277,14600,50100,630400,200,882
488,281172076,2022-11-29,10.12,False,391900,1,185,53,3266,1118,11700,60000,755699,746,5306
489,402601058,2022-12-01,11.33,False,182000,1,877,54,76,14,341,3720,36900,61,16
490,35365051,2022-11-30,10.05,False,483100,1,77,1014,541,263,179,2250,33600,173,31
491,311671229,2022-11-18,10.99,False,470500,1,99,148,22500,1682,33900,111100,1135600,1282,17600
492,39112946,2022-12-01,15.5,False,399300,1,1604,121,94,115,67,757,38400,549,50
493,668273407,2022-11-26,16.84,False,254600,1,260,9868,450,16,71,948,5773,66,7
494,31596887,2022-11-25,10.54,False,157900,1,7872,136,67,7,347,350,19200,30,120
495,387086717,2022-11-16,11.53,False,239300,1,137,81,1387,339,6133,31200,409200,505,4446
496,654552,2022-12-01,9.46,False,219600,1,420,186,197,61,459,851,20700,44,5
497,277454080,2022-11-24,10.75,False,461100,1,208,142,1266,440,3762,85000,818100,921,3362
498,108635990,2022-12-01,10.5,False,265800,1,2384,3298,388,394,82,2709,56000,110,15
499,2776060,2022-11-27,12.86,False,235100,1,346,729,2089,150,3044,10900,135400,169,385
500,506102374,2022-11-26,11.66,False,475200,1,267,5410,1112,838,356,4266,72700,202,74
501,22779089,2022-05-21,9.58,False,393200,1,67,403,5790,373,7996,14500,188299,188,1548
502,383384638,2020-02-12,12.51,False,405600,1,165,6705,6166,822,509,10300,156700,302,111
503,189999067,2020-02-06,9.47,False,347000,1,264,3111,3110,858,302,9948,174500,215,121
504,429582883,2022-12-01,11.16,False,429099,1,726,1064,2748,995,1049,7902,135500,305,847
505,549222,2022-08-20,10.19,True,350500,1,216,549,532,116,380,3066,55599,146,454
506,86469984,2022-11-30,17.29,True,233600,1,1410,29,49,81,404,1891,35900,145,58
507,1595633891,2022-11-30,10.67,True,495300,1,212,45,1016,437,1685,53800,449700,1494,5253
508,1619097,2022-11-27,12.02,False,470100,1,477,1813,4883,1094,3606,20700,243800,1047,719
509,257433099,2022-11-24,9.43,False,374799,1,254,490,7353,425,6785,14300,246300,513,2452
510,69205685,2022-07-08,10.39,False,217300,1,199,453,1387,65,1632,4984,67800,146,469
511,207413896,2022-12-01,10.27,False,484400,1,197,368,586,499,1352,23000,245300,258,468
512,12473905,2022-11-26,10.59,True,410400,1,220,806,2237,177,14000,17400,248000,237,521
513,414702734,2022-12-01,12.71,True,455000,1,1565,818,4600,510,444,10500,140600,304,171
514,37780021,2022-11-26,13.07,False,469300,1,643,3682,12000,1356,2816,16000,158100,449,219
515,481503688,2022-11-28,10.25,False,333900,1,98,83,8084,1015,11100,59000,605600,745,7000
516,27830358,2022-11-29,20.65,False,443000,1,6293,132,9,5,131,1234,29000,51,98
517,19255217,2022-06-01,11.38,False,306900,1,4074,143,168,157,580,1179,26600,132,460
518,443126,2022-10-20,10.42,False,388100,1,328,3458,11700,2281,6730,18400,323200,1172,1317
519,397804033,2022-11-28,14.65,False,334099,1,301,5722,4410,681,1006,6214,59100,550,106
520,1712395,2022-11-25,9.88,False,277600,1,194,606,1505,161,852,3084,50800,417,632
521,4176573,2022-11-20,11.09,True,401200,1,78,5158,6114,286,4598,12100,80200,534,585
522,1497330079,2022-11-29,13.5,False,457299,1,408,4742,10900,1543,1880,17200,296600,367,372
523,33159593,2022-11-26,13.32,True,220600,1,179,633,3383,294,4575,9676,92100,242,510
524,4989822,2022-12-01,13.13,False,430400,1,1089,1643,486,113,301,3118,24200,103,18
525,5725190,2022-11-24,9.69,False,233100,1,165,1331,2912,296,3189,9850,97800,297,582
526,38640369,2022-11-27,12.91,False,379300,1,269,817,4631,243,4727,10500,103900,509,1401
527,2136132,2022-12-01,14.17,False,455900,1,335,17,320,135,2831,26800,365500,387,340
528,1636194007,2022-11-29,11.55,True,497900,1,170,94,460,39,6447,9396,102700,70,133
529,3079413,2022-11-25,18.43,False,317100,1,392,257,11000,626,25000,73200,660000,2042,6697
530,3834994,2021-12-06,15.03,False,363000,1,120,945,4073,523,8956,14500,172300,450,2081
531,1541578027,2022-12-01,22.34,True,305500,1,322,9143,2996,130,318,9476,89300,120,25
532,473455922,2022-12-01,24.39,False,169700,1,436,11,29,5,29,460,4125,37,15
533,58617276,2022-10-28,16.73,False,277900,1,2116,10500,1110,154,308,1776,19300,127,84
534,90942983,2022-11-01,10.07,False,260600,1,34,0,129100,4938,95600,125800,1320200,2420,27900
535,763712,2022-11-04,11.25,False,406200,1,172,338,4626,1074,6147,40199,670400,348,3068
536,23273746,2022-11-30,11.47,False,422700,1,147,76,7197,1651,13799,55800,833300,505,5474
537,2612610,2021-04-16,10.53,False,321599,1,183,5774,25500,3735,11900,40800,713199,1828,1832
538,25592782,2022-11-19,10.51,True,370800,1,114,110,6840,466,14300,42400,556400,471,1587
539,130130236,2022-11-26,15.78,False,375800,1,163,338,4269,236,5387,37800,252399,246,1483
540,386364189,2022-11-25,9.49,True,466300,1,153,402,1640,637,4800,6615,181200,560,1317
541,47780275,2022-11-17,24.84,False,404000,1,185,15500,22300,1274,7857,21500,228700,768,1360
542,402269796,2022-11-30,12.57,False,494300,1,1117,1114,2024,436,314,6185,94700,205,101
543,10380815,2022-11-30,9.43,False,336200,1,144,231,1234,128,2734,8822,149400,202,741
544,291222529,2022-12-01,18.24,False,620500,2,436,18,190,104,2086,36600,382299,242,362
545,167202533,2022-11-27,15.09,True,910300,2,543,1633,1192,754,1076,9094,205700,332,143
546,495695169,2022-12-01,16.46,False,775600,2,163,80,2566,623,3755,57300,715699,1375,1645
547,672353429,2022-11-25,21.17,True,568000,2,228,8748,6576,1090,3041,13700,106400,1036,3040
548,6065166,2022-09-27,19.52,False,849500,2,243,2699,16200,2709,4916,29600,487299,1496,3581
549,1827922782,2022-11-19,15.59,True,809599,2,170,197,4963,476,9765,160200,1820500,821,4934
550,2072577982,2022-11-24,16.06,False,793300,2,123,988,11900,2300,3585,55900,1016500,1191,8913
551,7312984,2022-11-27,16.67,False,849300,2,116,51,839,77,6547,15800,91700,105,207
552,38829,2022-12-01,19.97,False,664500,2,2539,6867,76,4,42,432,8710,11,11
553,86439234,2022-11-30,16.5,False,939500,2,195,474,19900,2795,5929,51100,678300,996,2813
554,476706561,2022-11-29,16.49,True,902500,2,632,3523,2014,1171,1075,5216,94600,449,380
555,14520741,2022-11-25,16.82,True,743300,2,245,813,20700,2261,3830,32900,303300,1264,4336
556,10901294,2022-11-29,15.07,False,619500,2,211,312,2696,548,916,8111,191300,782,1419
557,382484510,2022-11-23,17.77,False,778100,2,75,230,14300,1444,59700,26100,542800,446,3156
558,332704117,2020-10-04,29.39,True,663900,2,29,12900,12300,1600,12300,29400,356100,13899,2090
559,6154152,2022-11-29,17.02,False,863100,2,217,2603,4911,913,968,12600,161500,463,488
560,2047074,2022-11-25,24.74,False,919100,2,272,145,1137,519,4059,45100,741200,325,1214
561,501271968,2022-11-17,18.64,True,938500,2,152,1887,6822,239,2078,12200,200600,375,687
562,122575238,2022-11-27,15.46,False,709500,2,727,629,172,77,1387,4993,51900,111,45
563,437957199,2022-11-18,16.58,False,940000,2,46,860,105200,5353,34300,85900,704300,2140,14800
564,320385037,2022-11-20,17.84,False,803400,2,134,10,1576,374,10400,139000,1216500,255,1309
565,37390043,2022-11-29,16.98,False,897600,2,333,825,134,78,253,1354,89800,145,46
566,35734399,2022-12-01,15.67,True,809599,2,770,288,3213,1235,20299,24600,395700,200,82
567,23237718,2022-11-06,19.0,True,920699,2,53,736,17000,642,27599,85800,829900,1011,4154
568,9153331,2022-11-08,17.21,True,960400,2,101,1029,3889,187,17200,26200,566500,314,2032
569,176756724,2022-11-27,25.1,False,706200,2,280,11299,13400,943,1633,15800,129200,360,207
570,64137054,2022-11-26,18.36,False,923400,2,1132,2073,571,310,295,3647,71400,273,261
571,25480023,2022-11-29,15.62,False,722000,2,505,1352,5034,4507,3084,12200,274600,1190,960
572,9064879,2022-11-29,21.39,True,921600,2,1349,8059,1444,1069,653,4359,89800,278,192
573,265578856,2022-11-08,16.34,True,922600,2,191,193,851,175,2793,5063,123100,144,271
574,1317550552,2022-11-30,17.11,False,825600,2,626,67,69,119,685,477,19100,42,19
575,11173348,2022-12-01,24.33,True,788600,2,1544,100,803,385,15400,16400,472600,145,347
576,32648420,2022-11-30,22.05,False,773300,2,1040,6029,1780,608,463,5307,66800,201,56
577,107130503,2022-11-26,17.55,False,899800,2,760,1704,1886,830,846,5422,101000,286,163
578,340273654,2022-12-01,20.08,False,743800,2,1047,2564,564,357,311,15100,193100,251,155
579,5563350,2022-11-01,21.15,True,561800,2,523,8599,1765,114,1235,8141,61500,286,86
580,921044,2022-12-01,15.4,True,862800,2,289,1864,1805,90,4392,5300,147400,223,141
581,1747545839,2022-11-28,15.55,False,928700,2,126,17,1782,432,4946,125700,1067200,570,380
582,301940,2022-12-01,16.03,False,720500,2,208,4795,1932,1786,1081,3040,90700,223,297
583,489296007,2022-11-22,15.19,False,888300,2,153,1276,8365,1419,3155,85800,1229900,1016,2260
584,73820664,2022-11-30,17.69,False,993500,2,229,168,599,323,387,8049,104300,128,95
585,11062819,2022-11-15,16.59,False,845900,2,153,1204,3526,1080,2011,11399,124600,303,218
586,2743119,2022-11-28,17.51,True,753300,2,311,1557,649,151,1347,4940,53800,132,65
587,19525533,2022-11-26,15.29,False,829400,2,298,1241,9131,2616,9129,48800,686200,676,787
588,27513894,2022-12-01,15.6,True,542900,2,1152,3665,137,96,174,2790,31900,112,11
589,7980111,2022-11-05,30.0,False,934300,2,245,2091,13799,1782,17400,87700,1007099,1133,6499
590,382666849,2022-11-30,16.12,False,879700,2,811,2018,346,510,199,5530,128699,367,118
591,172809260,2022-12-01,35.13,False,841500,2,869,286,651,123,3952,3216,96900,53,17
592,11255948,2022-11-30,20.24,False,552900,2,135,1308,31300,1040,35300,94900,933300,1167,3046
593,173986740,2022-11-24,15.36,True,853100,2,169,572,35000,6270,11500,64200,780600,3296,8248
594,872665,2022-11-17,15.95,False,818300,2,184,1504,3576,5792,2156,22500,668700,3164,1878
595,1815938,2022-11-30,15.42,False,724599,2,853,1461,834,586,2762,4428,107600,154,63
596,95256449,2022-11-23,15.16,False,690800,2,64,5383,1035,155,1168,1766,40500,170,102
597,18690024,2022-11-30,19.09,False,754800,2,102,717,9370,1300,9675,26300,299000,1378,3352
598,487215770,2022-11-30,15.36,False,656000,2,1028,1552,1070,314,153,5741,70900,192,46
599,2196632,2022-11-19,16.35,False,608700,2,402,3279,4793,366,2948,18500,157900,379,220
600,473177849,2022-11-30,27.83,False,669599,2,434,13200,8581,1446,1371,18300,251300,1500,464
601,213826349,2022-11-30,20.01,False,869200,2,190,516,3638,392,3184,20200,345100,383,965
602,2929582,2022-11-27,16.28,False,926800,2,380,1324,134,20,408,1124,13899,33,59
603,406472610,2022-11-22,15.37,False,958700,2,315,720,2615,726,1616,12100,154400,362,252
604,352001571,2022-11-29,19.59,False,796000,2,1902,600,576,793,202,3970,72700,315,153
605,1241806378,2022-11-12,15.77,False,977099,2,64,835,22799,1702,10600,90200,866800,1461,6361
606,2058048,2022-11-26,14.98,False,855699,2,1716,1362,580,387,1414,4298,115500,124,78
607,18373961,2022-11-30,21.84,False,596600,2,393,52,662,385,11500,34900,570800,792,3362
608,40489639,2022-11-25,24.42,False,660900,2,313,611,11500,661,21400,82800,1102400,604,8383
609,313824859,2022-11-30,16.12,False,780000,2,386,108,1683,466,1564,56200,704700,1062,3293
610,837470,2022-11-25,16.64,True,551100,2,271,2326,2079,440,1794,9515,84900,299,107
611,701697448,2022-11-30,17.48,False,697500,2,242,0,86,92,637,10800,155000,104,40
612,7428971,2022-12-01,19.99,False,797000,2,388,3305,435,206,1507,9988,194000,175,343
613,17474339,2022-11-29,16.48,False,872200,2,273,1333,2537,1047,999,15200,255900,585,254
614,7560829,2022-11-29,77.01,True,647700,2,2585,762,31,21,418,2102,57500,115,1705
615,315846984,2022-11-25,14.94,False,817400,2,48,242,2492,859,6927,10100,279600,502,815
616,410558000,2022-12-01,18.83,False,978500,2,995,703,108,112,394,4183,85600,363,583
617,2378908,2022-08-12,16.06,True,926300,2,246,1592,1739,562,2441,11800,162000,377,115
618,17901717,2022-11-30,20.26,True,825000,2,144,163,20,119,283,1117,48700,58,45
619,6997378,2022-11-28,23.14,True,953000,2,214,6897,5590,680,1999,16100,338100,1222,1376
620,431047137,2022-11-20,17.24,False,869200,2,139,1119,10000,562,2270,21800,202100,753,622
621,10128411,2022-11-30,16.02,False,727800,2,156,977,1196,131,1217,4043,46100,123,515
622,51766,2022-11-30,30.42,False,915300,2,178,1661,2622,122,3339,17500,137000,170,1318
623,17478777,2022-11-28,15.13,False,795500,2,219,727,3737,311,1583,43600,574400,411,395
624,904827,2022-11-30,22.44,False,609400,2,739,7828,782,252,817,5058,59900,502,96
625,211381797,2022-11-26,15.07,True,737099,2,428,372,1601,166,7267,10800,216700,181,616
626,19419058,2020-08-31,32.94,False,592400,2,2911,18000,171,104,112,3224,197100,345,90
627,2989565,2022-08-26,21.92,False,623400,2,132,2369,6360,361,7538,27000,374600,510,4363
628,50295692,2022-12-01,17.68,False,606400,2,817,441,572,134,686,19900,182500,323,515
629,457871303,2022-11-26,20.98,False,579700,2,380,0,1198,85,224,3076,56700,265,61
630,17588331,2022-10-25,18.15,False,957300,2,199,3319,1576,962,572,5699,120399,344,144
631,385474,2022-11-22,25.32,False,987700,2,424,8396,1672,602,2046,10300,153400,224,192
632,67618650,2022-11-30,32.73,False,539500,2,2765,304,267,1525,1441,3447,68300,226,192
633,168094862,2022-11-26,16.92,False,693800,2,277,941,413,80,763,8607,105000,90,25
634,6528910,2022-11-29,15.82,False,776400,2,769,325,529,416,5849,8856,400400,155,277
635,490494088,2022-11-24,19.32,False,918100,2,360,601,888,1268,1718,15900,362500,796,697
636,35757240,2022-11-30,18.51,False,886200,2,114,370,4291,1131,3318,26500,386800,1389,2215
637,430044260,2022-12-01,17.42,False,855500,2,1124,405,80,71,287,10300,192600,162,50
638,1351379,2022-11-24,23.3,False,792800,2,276,7693,3331,528,2753,17700,243400,1256,1096
639,4397552,2022-11-29,26.85,True,809100,2,1610,8233,736,46,131,4872,22500,65,55
640,8581342,2022-11-30,18.66,True,905400,2,270,3387,1119,100,7463,10100,130500,144,367
641,77257482,2022-12-01,17.75,False,994100,2,658,406,325,394,704,3485,59600,100,23
642,1398957,2022-11-30,23.43,False,655300,2,182,756,3611,357,4396,21800,468200,471,2317
643,250610800,2022-12-01,19.43,False,933400,2,632,398,447,134,750,1007,12800,104,41
644,35579222,2022-11-28,21.42,True,789300,2,258,4405,7683,583,15000,27000,421599,595,936
645,434334701,2022-11-26,18.75,True,974800,2,451,4857,1250,127,1120,6646,132800,602,1300
646,14546601,2022-11-24,15.67,False,690000,2,184,1436,9299,1763,5244,33500,368800,1386,1262
647,551188239,2022-11-30,15.36,True,614100,2,170,302,7760,2224,11200,52699,490500,2369,4552
648,150522015,2022-11-25,15.4,False,927900,2,70,272,17600,1605,12100,119900,1481399,1044,4263
649,13101988,2022-10-29,17.03,False,635500,2,47,5874,49500,29700,24300,52699,718900,32500,37900
650,689753,2022-12-01,18.46,False,520100,2,2035,2301,121,9,657,899,25700,46,31
651,4779837,2022-11-28,14.97,False,577100,2,169,1808,7266,106,8255,17700,169700,445,1572
652,1790040146,2022-11-27,16.54,False,943600,2,169,56,4708,424,5898,63400,345300,475,690
653,245124971,2022-11-26,16.26,False,951700,2,65,141,3386,181,6334,35200,188299,582,1134
654,3451754,2022-12-01,17.7,False,660300,2,1365,892,329,141,276,18900,163800,135,101
655,28378491,2022-08-31,16.83,False,757400,2,60,5305,104900,8415,30400,95300,1252700,3232,8734
656,21648772,2022-11-22,19.59,True,722900,2,339,2808,6948,316,12700,28900,288100,601,786
