"","idx","id","uptime","ifans","gender","num_fans","fans_cat","num_videos","num_charge","av_coin","av_danmu","av_star","av_like","av_play","av_comment","av_share"
"1079",1078,"16720403",0.999502239920358,0.300862086787538,"1",0.0338081089451855,"3",0.166270566727605,0.00390243902439024,0.000398015896731011,0.00978260869565217,0.00419135308246597,0.0037093097658811,0.00690535465552441,0.0134175075091279,0.00561719833564494
"1080",1079,"1893045",0.998008959681434,0.0951809968782948,"0",0.0576526548190609,"3",0.00422303473491773,0.0161951219512195,0.00580111157592781,0.0186277173913043,0.0636509207365893,0.132526435227928,0.164855463964401,0.0139930574290905,0.0880721220527046
"1081",1080,"320491072",0.997511199601792,0.0688429017386451,"1",0.0383331265385297,"3",0.00702010968921389,0.0366910569105691,0.00284826390963963,0.00855978260869565,0.00647518014411529,0.0106258202145856,0.0282465223222696,0.0119246749042249,0.00600554785020804
"1082",1081,"1837617",0.999502239920358,0.107791858758347,"0",0.0777819978651199,"3",0.0121937842778793,0.0313170731707317,0.00360186457897568,0.0681385869565217,0.00973779023218575,0.0211403105316958,0.0409883005606457,0.0170866382488894,0.00357836338418863
"1083",1082,"598464467",0.982578397212544,0.0777945463190755,"0",0.058277774988942,"3",0.000694698354661792,0.0106260162601626,0.0305982190880296,0.0854619565217391,0.211969575660528,0.113296725664015,0.317681895251497,0.0754509973200957,0.0846047156726768
"1084",1083,"33824345",0.985067197610752,0.0778979140394038,"0",0.0609060974789661,"3",0.00321755027422303,0.00630081300813008,0.0763760234267615,0.124076086956522,0.198558847077662,0.247398647622882,0.420679808701039,0.109768161297865,0.158106796116505
"1085",1084,"94114029",0.998506719761075,0.0647702135577102,"0",0.0470729458409145,"3",0.0102193784277879,0.0166585365853659,0.00146955118627861,0.0152853260869565,0.00235188150520416,0.00764577750438853,0.0198269110701034,0.00678069749455925,0.00605409153952843
"1086",1085,"12394995",0.999502239920358,0.0820326228525356,"0",0.0246136094343894,"3",0.0382084095063985,0.00288617886178862,0.0018872885914062,0.00588315217391304,0.00189151321056845,0.00837673137670101,0.0220067214565628,0.00541376643464811,0.00186546463245492
"1087",1086,"480366389",0.991040318566451,0.161729135225652,"0",0.0313289391805432,"3",0.0026508226691042,0.401626016260163,0.00794836550528895,0.00707880434782609,0.00336068855084067,0.0238954443581044,0.0178044065878215,0.0183636396338064,0.00323162274618585
"1088",1087,"393166851",0.988551518168243,0.102499431477538,"0",0.0758924300788883,"3",0.0019926873857404,0.0065609756097561,0.0421920755393534,0.222826086956522,0.0886709367493995,0.148382511535014,0.30640830545211,0.101152898433425,0.0362621359223301
"1089",1088,"414336759",0.988551518168243,0.112732835790039,"0",0.0640861832340876,"3",0.00182815356489945,0.0535528455284553,0.0205581784497699,0.235054347826087,0.0208166533226581,0.0771426225950212,0.167701951754279,0.181657943488192,0.0929264909847434
"1090",1089,"8960728",0.998506719761075,0.227884476235761,"0",0.168045538110072,"3",0.00881170018281536,0.0258617886178862,0.0103986135181976,0.0262771739130435,0.0514411529223379,0.048860330458623,0.108075523313671,0.0180758646738251,0.102635228848821
"1091",1090,"2108856",0.99701343952215,0.0719439333484939,"0",0.0411390636647007,"3",0.00469835466179159,0.00821951219512195,0.0060359768122871,0.010625,0.0458366693354684,0.0693270388833724,0.102787048630371,0.0130038310041548,0.0573647711511789
"1092",1091,"381435385",0.999502239920358,0.0921833329887743,"0",0.0722577114729441,"3",0.0290127970749543,0.0206747967479675,0.000209167513297078,0.000910326086956522,0.00104083266613291,0.0109631835402682,0.0200366522756734,0.00201442471986906,0.00065880721220527
"1093",1092,"604003146",0.999502239920358,0.285398275826425,"1",0.220070240775452,"3",0.00255941499085923,0.00831707317073171,0.00102372557222255,0.00517663043478261,0.0468374699759808,0.00457745805730453,0.0299693965108801,0.00433461033471825,0.0150901525658807
"1094",1093,"7552204",0.993529118964659,0.186992206073887,"0",0.102317964532955,"3",0.00539305301645338,0.0425447154471545,0.0239048586625232,0.0984375,0.0246196957566053,0.0722508543726223,0.131012222294217,0.0390654508174607,0.0385714285714286
"1095",1094,"37754047",0.999004479840717,0.0681606747844783,"1",0.0408028247854464,"3",0.00221206581352834,0.0398536585365854,0.0130281479710751,0.0144429347826087,0.0187610088070456,0.0211403105316958,0.0497375051358505,0.0218349250885807,0.0421844660194175
"1096",1095,"406745134",0.994026879044301,0.0605528105683157,"0",0.0325294540522468,"3",0.00621572212065814,0.0169430894308943,0.00231996653319787,0.0390217391304348,0.010082065652522,0.0117503646335278,0.017609646896935,0.00868720660443533,0.00782246879334258
"1097",1096,"1724598",0.999004479840717,0.0841826714353642,"0",0.0485813087174902,"3",0.00595978062157221,0.0509512195121951,0.00633478754556864,0.0589538043478261,0.0140452361889512,0.0263132148588303,0.0454453011790078,0.0279141711181856,0.00793342579750347
"1098",1097,"26321770",0.996515679442509,0.135329019453805,"0",0.0516737592548568,"3",0.00541133455210238,0.186178861788618,0.00962170561166557,0.0181929347826087,0.0104943955164131,0.0308113925345994,0.0399545760474794,0.0255939855033364,0.0128571428571429
"1099",1098,"1958342",0.992035838725734,0.106964916995721,"0",0.0535136015730297,"3",0.0036563071297989,0.0902439024390244,0.0560568935636168,0.103125,0.0580464371497198,0.100814282613756,0.222451897165385,0.100127700138492,0.0915395284327323
"1100",1099,"1577804",0.994524639123942,0.354737342622646,"0",0.179866015910255,"3",0.00592321755027422,0.182926829268293,0.0542042670172713,0.197010869565217,0.101881505204163,0.100139555962391,0.127146991505856,0.0727710930052699,0.10124826629681
"1101",1100,"429741851",0.996017919362867,0.0675404684625085,"0",0.0500825442769775,"3",0.00835466179159049,0.00304065040650406,0.000731488675073209,0.0074320652173913,0.0196817453963171,0.0160236334255085,0.0716180073312042,0.00789582546448677,0.00350901525658807
"1102",1101,"23604445",0.999004479840717,0.0953670587748858,"1",0.0445464421664392,"3",0.0036745886654479,0.0449105691056911,0.00456523038307536,0.0266032608695652,0.00584267413931145,0.0280562587081908,0.0676254336680328,0.0316372596629436,0.0215950069348128
